Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
8432;Term2;Duplicado;K859;PANCREATITIS AGUDA NO ESPECIFICADA;NA;NA;14970;16208
8723;Term2;Duplicado;K859;PANCREATITIS AGUDA NO ESPECIFICADA;NA;NA;14971;16209
7719;Term2;Diccionario;K851;PANCREATITIS BILIAR AGUDA;NA;NA;14971;16210
8362;Term2;Duplicado;K851;PANCREATITIS BILIAR AGUDA;NA;NA;14973;16211
8459;Term2;Diccionario;J014;PANSINUSITIS AGUDA;NA;NA;14973;16212
4437;Term2;Diccionario;B977;PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS;NA;NA;14974;16213
9253;Term2;Diccionario;;PARA CARDIORESPIRATORIA;NA;NA;14975;16214
9253;Term2;AplicaStandard0;;PARA CARDIORRESPIRATORIA;\bCAR?I?DIO?\s?-?RR?EO?S?PI(RA)?TA?R?OR?I;CARDIORRESPIRATORI;14975;16214
9253;Term2;ResultStandard0;;PARA CARDIORRESPIRATORIA;NA;NA;14975;16214
9253;Term2;ResultStandard1;;PARA CARDIORRESPIRATORIA;NA;NA;14975;16214
9253;Term2;ResultStandard2;;PARA CARDIORRESPIRATORIA;NA;NA;14975;16214
2118;Term2;Diccionario;G800;PARALISIS CEREBRAL ESPASTICA CUADRIPLEJICA;NA;NA;14975;16215
8200;Term2;Diccionario;G510;PARALISIS DE BELL;NA;NA;14976;16216
7388;Term2;Diccionario;B829;PARASITOSIS INTESTINAL SIN OTRA ESPECIFICACION;NA;NA;14977;16217
8972;Term2;Duplicado;B829;PARASITOSIS INTESTINAL SIN OTRA ESPECIFICACION;NA;NA;14979;16218
11187;Term2;Diccionario;;PARIDAD SATISFECHA;NA;NA;14979;16219
11187;Term2;ResultStandard0;;PARIDAD SATISFECHA;NA;NA;14979;16219
11187;Term2;ResultStandard1;;PARIDAD SATISFECHA;NA;NA;14979;16219
11187;Term2;ResultStandard2;;PARIDAD SATISFECHA;NA;NA;14979;16219
11247;Term2;Diccionario;I469;PARO CARDIACO;NA;NA;14979;16220
5384;Term2;Diccionario;I469;PARO CARDIACO NO ESPECIFICADO;NA;NA;14980;16221
1777;Term2;Diccionario;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14981;16222
1856;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14983;16223
4335;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14984;16224
6461;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14985;16225
6462;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14986;16226
6463;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14987;16227
6464;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14988;16228
6468;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14989;16229
6469;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14990;16230
6484;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14991;16231
6506;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14992;16232
6509;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14993;16233
6511;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14994;16234
6515;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14995;16235
6518;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14996;16236
6558;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14997;16237
6559;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14998;16238
6564;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;14999;16239
6565;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15000;16240
6583;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15001;16241
6588;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15002;16242
6589;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15003;16243
6618;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15004;16244
6619;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15005;16245
6641;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15006;16246
6642;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15007;16247
6643;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15008;16248
6644;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15009;16249
6647;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15010;16250
6651;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15011;16251
6695;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15012;16252
6706;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15013;16253
6710;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15014;16254
6711;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15015;16255
6712;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15016;16256
6720;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15017;16257
6726;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15018;16258
6727;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15019;16259
6728;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15020;16260
6729;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15021;16261
6732;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15022;16262
6738;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15023;16263
6755;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15024;16264
6773;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15025;16265
6783;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15026;16266
6786;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15027;16267
6836;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15028;16268
6855;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15029;16269
6857;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15030;16270
6913;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15031;16271
6914;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15032;16272
6918;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15033;16273
6929;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15034;16274
6936;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15035;16275
7006;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15036;16276
7008;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15037;16277
7019;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15038;16278
7044;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15039;16279
7122;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15040;16280
7123;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15041;16281
7129;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15042;16282
7136;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15043;16283
7152;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15044;16284
7259;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15045;16285
7300;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15046;16286
7329;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15047;16287
7336;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15048;16288
7349;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15049;16289
7359;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15050;16290
7365;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15051;16291
7402;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15052;16292
7446;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15053;16293
7459;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15054;16294
7483;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15055;16295
7497;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15056;16296
7500;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15057;16297
7509;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15058;16298
7570;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15059;16299
7584;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15060;16300
7593;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15061;16301
7601;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15062;16302
7636;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15063;16303
7658;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15064;16304
7676;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15065;16305
7680;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15066;16306
7683;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15067;16307
7688;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15068;16308
9036;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15069;16309
9091;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15070;16310
9101;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15071;16311
9118;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15072;16312
9126;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15073;16313
11228;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15074;16314
11248;Term2;Duplicado;O821;PARTO POR CESAREA DE EMERGENCIA;NA;NA;15075;16315
1789;Term2;Diccionario;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15075;16316
1794;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15077;16317
1812;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15078;16318
1818;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15079;16319
1850;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15080;16320
1870;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15081;16321
1884;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15082;16322
1885;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15083;16323
1888;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15084;16324
1890;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15085;16325
1892;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15086;16326
1897;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15087;16327
4667;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15088;16328
6531;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15089;16329
6532;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15090;16330
6590;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15091;16331
6620;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15092;16332
6632;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15093;16333
6693;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15094;16334
6774;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15095;16335
6785;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15096;16336
6916;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15097;16337
6917;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15098;16338
6922;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15099;16339
6934;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15100;16340
6964;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15101;16341
6969;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15102;16342
7005;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15103;16343
7010;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15104;16344
7090;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15105;16345
7108;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15106;16346
7345;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15107;16347
7353;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15108;16348
7368;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15109;16349
7385;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15110;16350
7409;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15111;16351
7419;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15112;16352
7422;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15113;16353
7426;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15114;16354
7438;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15115;16355
7484;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15116;16356
7494;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15117;16357
7545;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15118;16358
7574;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15119;16359
7611;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15120;16360
7629;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15121;16361
7675;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15122;16362
7687;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15123;16363
9099;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15124;16364
9104;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15125;16365
9125;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15126;16366
9132;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15127;16367
9142;Term2;Duplicado;O820;PARTO POR CESAREA ELECTIVA;NA;NA;15128;16368
1560;Term2;Diccionario;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15128;16369
1561;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15130;16370
1562;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15131;16371
1563;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15132;16372
1564;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15133;16373
1567;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15134;16374
1573;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15135;16375
1577;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15136;16376
1580;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15137;16377
1582;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15138;16378
1595;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15139;16379
1600;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15140;16380
1608;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15141;16381
1609;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15142;16382
1623;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15143;16383
1624;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15144;16384
1625;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15145;16385
1626;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15146;16386
1644;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15147;16387
1645;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15148;16388
1646;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15149;16389
1647;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15150;16390
1648;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15151;16391
1655;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15152;16392
1656;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15153;16393
1657;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15154;16394
1658;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15155;16395
1659;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15156;16396
1660;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15157;16397
1664;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15158;16398
1666;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15159;16399
1679;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15160;16400
1689;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15161;16401
1693;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15162;16402
1694;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15163;16403
1695;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15164;16404
1696;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15165;16405
1700;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15166;16406
1703;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15167;16407
1719;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15168;16408
1721;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15169;16409
1722;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15170;16410
1723;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15171;16411
1724;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15172;16412
1732;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15173;16413
1733;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15174;16414
1740;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15175;16415
1741;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15176;16416
1746;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15177;16417
1750;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15178;16418
1768;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15179;16419
1769;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15180;16420
1773;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15181;16421
7869;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15182;16422
7890;Term2;Duplicado;O829;PARTO POR CESAREA SIN OTRA ESPECIFICACION;NA;NA;15183;16423
333;Term2;Diccionario;;PARTO POR CESAREA SIN OTRA ESPECIFICACION SEXO FEMENINO;NA;NA;15183;16424
333;Term2;AplicaStandard0;;PARTO POR CESAREA SIN OTRA ESPECIFICACION SEXO FEMENINO;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;15183;16424
333;Term2;AplicaStandard0;;PARTO POR CESAREA SIN OTRAS ESPECIFICACION SEXO FEMENINO;\bOTR?(A)(S)?\b;OTRAS;15183;16424
333;Term2;AplicaStandard0;;PARTO POR CESAREA SIN OTRAS ESPECIFICACION;\s?(PRODUCTOS?)?\s?(DE)?\s?SEXO?\s?(MASCULIN[OA]|FEMENIN[OA])\s?; ;15183;16424
333;Term2;ResultStandard0;;PARTO POR CESAREA SIN OTRAS ESPECIFICACION;NA;NA;15183;16424
333;Term2;ResultStandard1;;PARTO POR CESAREA SIN OTRAS ESPECIFICACION;NA;NA;15183;16424
333;Term2;AplicaStandard2;;PARTO POR CESAREA;\s?(SIN)?\s?OTRA(S)?\s?ESPECIFICACION(ES)?;;15183;16424
333;Term2;ResultStandard2;O829;PARTO POR CESAREA;NA;NA;15184;16424
1774;Term2;Diccionario;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15184;16425
1775;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15186;16426
1778;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15187;16427
1779;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15188;16428
1783;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15189;16429
1788;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15190;16430
1791;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15191;16431
1792;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15192;16432
1795;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15193;16433
1800;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15194;16434
1802;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15195;16435
1808;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15196;16436
1824;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15197;16437
1825;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15198;16438
1827;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15199;16439
1828;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15200;16440
1833;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15201;16441
1834;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15202;16442
1835;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15203;16443
1842;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15204;16444
1859;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15205;16445
1866;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15206;16446
1869;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15207;16447
1883;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15208;16448
1886;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15209;16449
1889;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15210;16450
1891;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15211;16451
1896;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15212;16452
1903;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15213;16453
1904;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15214;16454
1910;Term2;Duplicado;O800;PARTO UNICO ESPONTANEO PRESENTACION CEFALICA DE VERTICE;NA;NA;15215;16455
